"Track_pair","Track_1_id","Track_1_id","Frame","Spot_1_X","Spot_1_Y","Spot_1_Z","Spot_2_X","Spot_2_Y","Spot_2_Z","Distance","Source_Image","Mean_intensity_Spot_1","Mean_intensity_Spot_2","Max_intensity_Spot_1","Max_intensity_Spot_2","Std_intensity_Spot_1","Std_intensity_Spot_2","SNR_Spot_1","SNR_Spot_2","Contrast_Spot_1","Contrast_Spot_2"
"0&0","0","0","28","2.90538933389846","2.0737434238224948","0.5982873190122178","2.782541291718743","2.5153712587660944","0.6534621062167124","0.4617044977119262","./exampleexample_DC_CHAB.tif","1562.7272727272727","1585.090909090909","2284.0","2916.0","370.7932283386769","597.4267243010568","1.7754565682789833","0.9155065043130418","0.26683960734604845","0.2085014530494235"
"0&0","0","0","29","2.9585424290999427","2.199708576357058","0.3921442858128366","2.631697826472901","2.49867168505173","0.3590870212401299","0.4441836527471952","./exampleexample_DC_CHAB.tif","1665.1818181818182","1464.090909090909","2841.0","2080.0","500.61618395369885","455.80663763167263","1.5756218905115769","0.7599200950130143","0.3103507479236267","0.13416063461083802"
"0&0","0","0","30","2.902297963163675","2.1674814716508655","0.5246576213473704","2.836042947908323","2.4234329432598805","0.6218201849982465","0.28167613786140616","./exampleexample_DC_CHAB.tif","1661.090909090909","1682.090909090909","2351.0","2545.0","584.9587087214711","508.19257266226435","1.3398104080658144","1.2816391178395592","0.3087452452029949","0.24008571001826798"
"0&0","0","0","31","3.1556772286370594","2.1689469191508346","0.41491461228625276","2.844775344358992","2.429162015723713","0.5962779882387319","0.4441447424758797","./exampleexample_DC_CHAB.tif","1537.909090909091","1606.2727272727273","2716.0","2214.0","588.49527687917","464.78104326856766","1.0660757088953383","1.2333638906888769","0.2562370809479886","0.21719542066918532"
"0&0","0","0","32","2.8706627950644177","2.119574310908092","0.44647586737750194","2.8185468573976293","2.406130968808215","0.6068149402907459","0.3324746718901388","./exampleexample_DC_CHAB.tif","1587.1818181818182","1624.2727272727273","2358.0","2755.0","466.694507827512","525.900197929054","1.4244780959406735","1.133704810843247","0.26490464803011027","0.2247893790022396"
"0&0","0","0","33","2.9334386626007483","2.1508465546220474","0.5188804517403157","2.841700855665756","2.316215477471167","0.386741844142996","0.23070179341149147","./exampleexample_DC_CHAB.tif","1690.0","1497.6363636363637","2603.0","2280.0","635.831266925432","413.53265233286544","1.266059160463412","1.0508254835481916","0.312621359223301","0.16969848196227127"
"0&0","0","0","34","2.613835883323636","2.3082380556575637","0.30220102339720645","2.736524584415188","2.386184426718703","0.3736137618105908","0.16195040396624982","./exampleexample_DC_CHAB.tif","1961.3636363636363","1909.909090909091","3783.0","4056.0","856.6014560724576","943.481049576032","1.2575352118189436","0.8610156488219781","0.3785621603513564","0.27011174354388146"
"0&0","0","0","35","2.9880574300148806","2.0925267865593655","0.35204245922355326","2.8565965247539005","2.342907759470704","0.6083044351744125","0.3816317616843539","./exampleexample_DC_CHAB.tif","1793.909090909091","1619.5454545454545","2666.0","2020.0","568.2306669910477","383.92821298684567","1.4756491326827694","1.5697570680867754","0.3049890220352882","0.2285958756498021"
"0&0","0","0","36","2.8901021884188514","2.055489848040573","0.5812337098531218","2.9446557057228873","2.193348499516574","0.6027930542342018","0.1498195560237892","./exampleexample_DC_CHAB.tif","1802.909090909091","1507.4545454545455","3624.0","2323.0","775.9067540040433","523.2027071100384","1.1056305791117829","0.9172030464708381","0.3121838554616591","0.1893010650778444"
"0&0","0","0","37","3.00545653077805","1.9166358675004085","0.5799381107568529","2.943855860961279","2.1045835774767307","0.5740181299261421","0.19787377385660437","./exampleexample_DC_CHAB.tif","1541.090909090909","1519.4545454545455","2904.0","2156.0","698.4250073623444","483.5970148039303","1.0057192584959427","1.1421203132321016","0.2951637100070562","0.22212246607638192"
"0&0","0","0","38","2.802985749169932","2.126870304259983","0.19989204655159115","2.9553486658649692","2.2489668803664613","0.5216764912942392","0.3763871160907056","./exampleexample_DC_CHAB.tif","1798.8181818181818","1497.1818181818182","2789.0","2470.0","517.3814488714913","554.0992362712329","1.5460069672385952","0.7374317863350632","0.285898371425017","0.15802373645801418"
"0&0","0","0","39","2.6231826142048678","2.1738972248524844","0.5824410787661197","2.757051754958863","2.257615406409845","0.6028309232775011","0.15920247023423506","./exampleexample_DC_CHAB.tif","1635.3636363636363","1572.1818181818182","2883.0","3266.0","523.7066493233158","774.9540396929121","1.3888487984431028","0.7322780308451478","0.28597769302609627","0.22022035088214437"
"0&0","0","0","40","2.670644814302128","2.188117784069728","0.5716680121495571","2.8040547147089234","2.2698008912636873","0.6133839463936981","0.16189672849465608","./exampleexample_DC_CHAB.tif","1883.909090909091","1475.909090909091","2786.0","2669.0","516.2331749404439","567.6489151835762","1.7537378577851148","0.8586453314219128","0.31627731828266287","0.19777929431728059"
"0&0","0","0","41","2.731455569937876","2.119250249874412","0.5849415316940018","2.852882190286591","2.2664108679616937","0.6022922469378118","0.19157692701526866","./exampleexample_DC_CHAB.tif","1483.5454545454545","1824.6363636363637","2281.0","3315.0","477.73159067333273","610.7427073207298","1.2146444516180437","1.1158672613505323","0.24311627342616282","0.2296367155483225"
"0&0","0","0","42","2.950726181809014","2.163283989082541","0.41444042857210267","2.847624064716199","2.2490881260502666","0.35025470413095056","0.1487017272657995","./exampleexample_DC_CHAB.tif","1646.4545454545455","1312.090909090909","2540.0","2268.0","479.98299212292176","607.4534475242452","1.4875472971228751","0.5481987075098517","0.2768599660986563","0.14534243733441557"
"0&0","0","0","43","2.651000061223982","2.0485000473094406","0.0","2.859232614110997","2.1233026387604337","0.2929084728901096","0.3670852724646465","./exampleexample_DC_CHAB.tif","1668.909090909091","1509.8181818181818","2108.0","2398.0","375.65368480701864","573.8809664349948","1.6531045223576697","0.8778394024893816","0.22857385965465776","0.20023972583293628"
"0&0","0","0","44","2.9034430473953736","2.143177348866007","0.524201361241669","3.081268812008365","2.146983888459799","0.0741753883786832","0.48390068046568296","./exampleexample_DC_CHAB.tif","1639.4545454545455","1581.5454545454545","2487.0","2816.0","480.8593065827808","564.4800020614306","1.3684376386561496","0.9595729490533714","0.25107032426861176","0.2066274890983511"
"0&0","0","0","45","2.6492901622714613","1.944195489829626","0.26367202080726976","2.767292113243033","2.027276622644102","0.33322307548012453","0.1602007623856399","./exampleexample_DC_CHAB.tif","1697.2727272727273","1227.6363636363637","2742.0","1687.0","573.0274148605965","360.5074958242263","1.3903870032530554","0.7264578671096448","0.3066922359344864","0.11940183622258727"
"0&0","0","0","46","2.5534305788991385","2.0145318650836974","0.5861587330422566","2.88508403723392","1.909334988947942","0.5093782558418537","0.3563083508048382","./exampleexample_DC_CHAB.tif","1840.8181818181818","1569.2727272727273","3249.0","2329.0","635.7895592382464","497.1329984841262","1.2958077511498067","1.0696502609561152","0.2882875472565845","0.20398998418713188"
"0&0","0","0","47","2.6547232728706316","1.802870084119523","0.3625005169297481","2.8664122027818086","2.0533393215385067","0.6038793916471712","0.4071987267907844","./exampleexample_DC_CHAB.tif","1574.2727272727273","1351.090909090909","3307.0","1716.0","709.4417651800733","261.1242824960768","0.9387479644900375","1.0561125175356554","0.26826639882400327","0.11365645934448479"
"0&0","0","0","48","2.547094621684602","1.9295886118751844","0.45147074012921334","2.820534309336201","2.0247608927292315","0.49023657969570905","0.29211267713548644","./exampleexample_DC_CHAB.tif","1506.1818181818182","1551.8181818181818","2254.0","2594.0","604.7551270029578","605.596205103998","1.0677929262931052","0.8091971995805329","0.27285997289125224","0.18749950309670138"
"0&0","0","0","49","2.636907799041706","1.8221670759651418","0.2956721756300612","2.7293426734845307","2.033750749963944","0.6549887474397974","0.4271068436506179","./exampleexample_DC_CHAB.tif","1712.909090909091","1637.1818181818182","3520.0","2505.0","1058.3360954390107","452.80190330470526","0.8200019503045228","1.298383211995391","0.3392667206527065","0.2188425911826002"
"0&0","0","0","50","2.768926301794584","1.8199122038544016","0.25700910201197","2.958234735924418","1.9465602430112767","0.598177874664537","0.41021158014886655","./exampleexample_DC_CHAB.tif","1830.8181818181818","1497.6363636363637","3348.0","2892.0","797.4966856585447","630.7706830104381","1.204541911073821","0.8109251206263304","0.35565039446404045","0.2059404998381699"
"0&0","0","0","51","2.7708423018908848","1.7017666156934748","0.29806300216275194","2.7279746104451106","1.9303238666107416","0.3930113565423245","0.2511797084084172","./exampleexample_DC_CHAB.tif","1661.0","1482.2727272727273","2587.0","2251.0","488.62930734862806","563.1697951611203","1.5271582659733414","0.8521431774656897","0.2897035578602923","0.19314689291523623"
"0&0","0","0","52","2.9917574747434927","1.6467339486853645","0.6156139038122218","3.0724794812305545","2.014646713051662","0.36807262138789065","0.45072445132168115","./exampleexample_DC_CHAB.tif","1722.8181818181818","1496.0","3016.0","2105.0","822.9110302070108","394.18117661806224","0.9684135375092855","1.279505904326412","0.3008693742084507","0.20274499669796425"
"0&0","0","0","53","2.6420958895537208","1.7926779794453809","0.6001305276407018","3.006777938602964","1.851696407315945","0.44471174895008986","0.4007881840782596","./exampleexample_DC_CHAB.tif","1590.2727272727273","1457.0","2844.0","2083.0","486.8379793954229","468.5910797273034","1.3227953451510597","0.9544416795196574","0.253882190307964","0.18130802152044617"
"0&0","0","0","54","2.9535331660086506","1.5916128209139861","0.5328303747200378","3.1048369607485133","1.8017304398531786","0.6431121250356183","0.2814326145705687","./exampleexample_DC_CHAB.tif","1743.6363636363637","1730.6363636363637","2761.0","2522.0","712.01548757415","604.3021219104353","1.1230804151115787","1.150359910812901","0.2975309125191052","0.25131520073918867"
"0&0","0","0","55","3.067504599040468","1.7113693969819361","0.5117883706130246","3.317059861307842","1.810040731898305","0.21487121602089757","0.4002170135696396","./exampleexample_DC_CHAB.tif","1867.7272727272727","1639.2727272727273","3139.0","2795.0","827.5541179776814","660.7277943160997","1.1139178123842457","0.879400202084094","0.3276294915330906","0.21540088085366155"
"0&0","0","0","56","2.777761907522379","1.6683932572115387","0.5862083195764427","3.2230586550753753","1.7184354239328712","0.3477476126227974","0.5075991731595658","./exampleexample_DC_CHAB.tif","1606.3636363636363","1446.3636363636363","2948.0","2297.0","573.0412328493078","551.3393279509947","1.162530519427921","0.9898870055069714","0.26160024030480766","0.23254030352563848"
"0&0","0","0","57","3.013833926439373","1.7152737930009656","0.5820097491926431","3.3077228652461397","1.7769405675021526","0.3692963377739559","0.3679952375068505","./exampleexample_DC_CHAB.tif","1840.1818181818182","1482.6363636363637","2857.0","1940.0","569.326587853021","304.73932228292193","1.527361537332633","1.576736152374236","0.30936699081879565","0.19337472821542068"
"0&0","0","0","58","3.1052421023746826","1.6703485613898899","0.5757313186171377","3.264358259204651","1.8106191533820042","0.5377011228218942","0.2154996198010148","./exampleexample_DC_CHAB.tif","1856.0","1311.0","3263.0","1946.0","629.3436263282564","419.76350484528786","1.395263196869171","0.8923051635829877","0.3098556759236388","0.16665925083110328"
"0&0","0","0","59","3.122326103273069","1.7963255129175864","0.5736309590586696","3.332587493754837","1.8878061203814815","0.6306320386510786","0.23627881188119698","./exampleexample_DC_CHAB.tif","1748.6363636363637","1552.2727272727273","2639.0","2599.0","612.5889768396543","636.4853636823224","1.3481317499560828","0.9948627581193369","0.3091427057430864","0.2562246311465934"
"0&0","0","0","60","3.09655212911326","1.8769480608694102","0.41712139974721424","3.47821441875862","1.9903534162791203","0.47320056187740944","0.4020842578343078","./exampleexample_DC_CHAB.tif","1277.7272727272727","1193.3636363636363","1840.0","1731.0","434.87310583872414","396.3973442714451","0.9516046570163013","0.6304804581375758","0.1932302964186112","0.11695994933573034"
"0&0","0","0","61","3.0267171754778355","1.9125312554645184","0.5323094273040329","3.315564764514743","1.9672893126507203","0.3874173477357276","0.3277576684699681","./exampleexample_DC_CHAB.tif","1604.909090909091","1405.4545454545455","2846.0","2051.0","645.1115336971515","369.1418057160049","1.0732061452534523","1.3240292426552285","0.2750121230254945","0.21047459843327315"
"0&0","0","0","62","3.142585820486908","1.664853384099712","0.3433696282059282","3.2210674167671036","1.9210339008312023","0.5318655088323689","0.3275950474604865","./exampleexample_DC_CHAB.tif","1579.090909090909","1353.7272727272727","2810.0","2358.0","704.1104252239778","490.6412316365372","1.0533324193096765","0.8284758584772504","0.30691345285695854","0.17665784110259536"
"0&0","0","0","63","3.2582548078343643","1.759859471539636","0.585378879670512","3.4476809293462813","1.9425289194724957","0.7741284974014014","0.3238468788064819","./exampleexample_DC_CHAB.tif","1441.4545454545455","1221.5454545454545","2627.0","1749.0","555.9576177437203","320.4073543589047","1.0284652977750754","0.8709083944211886","0.24740456526784327","0.1289462076498141"
"0&0","0","0","64","3.4074402781008595","1.6918619745303565","0.27767491013953244","3.3612930419032616","1.9360212209122591","0.6201633298739752","0.42313310276395455","./exampleexample_DC_CHAB.tif","1570.6363636363637","1233.5454545454545","2573.0","1655.0","589.4859239587105","241.02172667059028","1.161969959291025","1.5407728813066124","0.2788595701393233","0.17719817588381573"
"0&0","0","0","65","3.3826726400751204","1.9865498980645542","0.5596779583713616","3.3664021308789613","2.0556661994572605","0.8812122603368598","0.32928118672063533","./exampleexample_DC_CHAB.tif","1675.7272727272727","1154.1818181818182","2927.0","1524.0","782.8335826865236","290.09026808282215","0.9898274001109344","1.0539442190169273","0.3007353941843879","0.1526691270741449"
"0&0","0","0","66","3.1230218618138412","2.0259484722157852","0.2923044469462663","3.074406813949716","2.015439597861153","0.7005657258732982","0.4112798696631874","./exampleexample_DC_CHAB.tif","1668.2727272727273","1197.8181818181818","3504.0","1916.0","758.5320152648918","370.08534642209713","1.0514876062396423","0.696722406708502","0.3141394518050658","0.1206137180167888"
"0&0","0","0","67","3.233936587453333","2.000548351332205","0.4382835726043974","3.272206080582975","2.0086468997268003","0.6672318469357965","0.23226590991754456","./exampleexample_DC_CHAB.tif","1896.909090909091","1087.909090909091","3207.0","1913.0","815.0659426752482","355.23723187342136","1.1769185578012065","0.5132439965874479","0.3384189993150387","0.09145916816450393"
"0&0","0","0","68","3.2636655620749258","1.9171480926928588","0.5078563457111763","3.2174331629988755","2.0217451527160755","0.658116715584105","0.18882838357666704","./exampleexample_DC_CHAB.tif","1543.0","1435.7272727272727","3144.0","2134.0","759.660450464548","393.2383732315784","0.9388028929705496","1.2405383246766482","0.3005575021974979","0.20465753111186544"
"0&0","0","0","69","3.1142194120439597","1.8704692088098467","0.2983658905746053","3.057575262508249","2.0263369054231997","0.638644105433359","0.37854004019606224","./exampleexample_DC_CHAB.tif","1664.7272727272727","1405.090909090909","2485.0","2119.0","486.7909388863131","417.6830028970426","1.518836496520154","1.271379880317189","0.2854546986124983","0.23299660843878778"
"0&0","0","0","70","3.3728053420240327","1.863203430686267","0.8415264174150765","3.2254809436698526","2.200637855388255","0.7438293535228143","0.3809346211852519","./exampleexample_DC_CHAB.tif","1756.6363636363637","1273.3636363636363","3624.0","2032.0","916.5884870242777","372.2628836527415","0.932737401504934","1.0728000397057451","0.321605788993116","0.18597857838364165"
"0&0","0","0","71","3.1194172023275555","1.910412712141424","0.869825386959057","2.882849777359022","2.055137587397946","0.9770733433082174","0.2973408149167048","./exampleexample_DC_CHAB.tif","1608.0","1187.4545454545455","2675.0","1620.0","490.86515459950914","327.7957789955092","1.4889163266303558","0.8923159520044027","0.29409059553920447","0.14046089168590112"
"0&0","0","0","72","3.2426720283052313","1.9367190943161456","0.8453394475815011","3.204435032836746","2.131317974448473","0.9308726016350934","0.2159784998873001","./exampleexample_DC_CHAB.tif","1580.4545454545455","1138.2727272727273","2622.0","2077.0","456.03867459599604","473.73264420115504","1.4681968498564357","0.6002207348907507","0.26875120872544694","0.1427286268860068"
"0&0","0","0","73","3.2756075542888987","2.0252011596313286","0.5974455067852681","3.223838606744225","2.1535073035998855","0.9468748371308353","0.375823558888629","./exampleexample_DC_CHAB.tif","1806.1818181818182","1324.1818181818182","2394.0","1910.0","410.2730354731634","330.09690037375935","2.129199755342896","1.3156624718510317","0.3189535318206218","0.19615305203093328"
"0&0","0","0","74","3.106625405796204","2.0338399972631183","0.6135980750978339","2.9726306185861473","1.9919101843902136","0.8873359070128001","0.30764445847200206","./exampleexample_DC_CHAB.tif","1578.2727272727273","1458.6363636363637","2392.0","2112.0","331.8819340997913","429.7897794799855","1.9859511199037367","1.2621966521297492","0.26391032494519073","0.22843216443699008"
"0&0","0","0","75","3.146218528167763","1.9433395218243565","0.5772062829933104","3.131238922050265","2.1137142804062274","0.9207793296854688","0.38378950659782013","./exampleexample_DC_CHAB.tif","1905.2727272727273","1076.2727272727273","3393.0","1470.0","639.1461633944291","222.23640156783085","1.5326717968527777","0.9130618700809489","0.3460334237533529","0.10407902931958445"
"0&0","0","0","76","3.376174924918271","2.0555793755204945","0.4985398110721813","3.458668661368162","2.288840388737884","0.9320979358545803","0.49918790490705756","./exampleexample_DC_CHAB.tif","1694.4545454545455","1077.909090909091","2496.0","2515.0","562.244673364962","588.1053399766839","1.3345440077707984","0.36809820412292493","0.2843739571530808","0.11162600700466757"
"0&0","0","0","77","3.2377242544944624","2.2454182903920796","0.32366534797805974","3.256550084336749","2.1590163010433203","0.6611181541269054","0.34884683173336156","./exampleexample_DC_CHAB.tif","1846.8181818181818","1563.8181818181818","2181.0","2391.0","302.4919232580659","521.5006842146648","2.968073236957878","1.2190443594332496","0.3211289588346231","0.25511917555345465"
"0&0","0","0","78","3.255504324368633","2.0672414393918705","0.36103944398074644","3.3121288317384683","2.224764839080732","0.9798537533627744","0.6410546823636574","./exampleexample_DC_CHAB.tif","1897.909090909091","1201.0","3397.0","1707.0","804.1552654239671","262.0228997625971","1.221310633470243","1.285274794212859","0.3490511390254991","0.16306738790587"
"0&0","0","0","79","3.0092503042781007","2.1290637184463157","0.34719433161566626","3.093093249586032","2.164087530692427","0.8630830293408387","0.5238296052560737","./exampleexample_DC_CHAB.tif","1659.5454545454545","1357.8181818181818","3474.0","1794.0","876.316879175149","309.10768938407796","0.9100455904021428","1.4266536405752888","0.3162624881929344","0.19387169008117713"
